id   ,Date      ,State                    ,Total Confirmed Cases ,Total Deaths
1349 ,Fri 9/24  ,Mississippi              ,482902                ,9425
1350 ,Fri 9/24  ,Missouri                 ,827467                ,12010
1351 ,Fri 9/24  ,Montana                  ,146183                ,1948
1352 ,Fri 9/24  ,Nebraska                 ,262475                ,2649
1353 ,Fri 9/24  ,Nevada                   ,416496                ,7015
1354 ,Fri 9/24  ,New Hampshire            ,117454                ,1472
1355 ,Fri 9/24  ,New Jersey               ,1143855               ,27307
1356 ,Fri 9/24  ,New Mexico               ,248788                ,4751
1357 ,Fri 9/24  ,New York                 ,2395880               ,54702
1358 ,Fri 9/24  ,North Carolina           ,1371147               ,16126
1359 ,Fri 9/24  ,North Dakota             ,128586                ,1631
1360 ,Fri 9/24  ,Northern Mariana Islands ,265                   ,2
1361 ,Fri 9/24  ,Ohio                     ,1380370               ,21820
1362 ,Fri 9/24  ,Oklahoma                 ,604391                ,8715
1363 ,Fri 9/24  ,Oregon                   ,320990                ,3682
1364 ,Fri 9/24  ,Pennsylvania             ,1402826               ,29064
1365 ,Fri 9/24  ,Puerto Rico              ,213640                ,3117
1366 ,Fri 9/24  ,Rhode Island             ,170700                ,2823
1367 ,Fri 9/24  ,South Carolina           ,841600                ,12080
1368 ,Fri 9/24  ,South Dakota             ,142800                ,2125
1369 ,Fri 9/24  ,Tennessee                ,1181691               ,14707
1370 ,Fri 9/24  ,Texas                    ,3999392               ,64016
1371 ,Fri 9/24  ,Utah                     ,500792                ,2869
1372 ,Fri 9/24  ,Vermont                  ,32610                 ,304
1373 ,Fri 9/24  ,Virgin Islands           ,6557                  ,69
1374 ,Fri 9/24  ,Virginia                 ,849865                ,12511
1375 ,Fri 9/24  ,Washington               ,643183                ,7537
1376 ,Fri 9/24  ,West Virginia            ,231668                ,3523
1377 ,Fri 9/24  ,Wisconsin                ,793981                ,8794
1378 ,Fri 9/24  ,Wyoming                  ,87866                 ,955
1379 ,Sat 9/25  ,Alabama                  ,787421                ,14022
1380 ,Sat 9/25  ,Alaska                   ,106888                ,515
1381 ,Sat 9/25  ,American Samoa           ,1                     ,0
1382 ,Sat 9/25  ,Arizona                  ,1081790               ,19806
1383 ,Sat 9/25  ,Arkansas                 ,492233                ,7575
1384 ,Sat 9/25  ,California               ,4696228               ,68740
1385 ,Sat 9/25  ,Colorado                 ,664396                ,7649
1386 ,Sat 9/25  ,Connecticut              ,387733                ,8501
1387 ,Sat 9/25  ,Delaware                 ,131043                ,1942
1388 ,Sat 9/25  ,District of Columbia     ,60205                 ,1172
1389 ,Sat 9/25  ,Florida                  ,3546292               ,53580
1390 ,Sat 9/25  ,Georgia                  ,1523763               ,24632
1391 ,Sat 9/25  ,Guam                     ,15217                 ,185
1392 ,Sat 9/25  ,Hawaii                   ,75391                 ,744
1393 ,Sat 9/25  ,Idaho                    ,250611                ,2754
1394 ,Sat 9/25  ,Illinois                 ,1617236               ,27440
1395 ,Sat 9/25  ,Indiana                  ,951308                ,15377
1396 ,Sat 9/25  ,Iowa                     ,445668                ,6482
1397 ,Sat 9/25  ,Kansas                   ,405513                ,6005
1398 ,Sat 9/25  ,Kentucky                 ,679210                ,8587
1399 ,Sat 9/25  ,Louisiana                ,734524                ,13741
1400 ,Sat 9/25  ,Maine                    ,87189                 ,1013
1401 ,Sat 9/25  ,Maryland                 ,526919                ,10369
1402 ,Sat 9/25  ,Massachusetts            ,802829                ,18541
1403 ,Sat 9/25  ,Michigan                 ,1130659               ,22196
1404 ,Sat 9/25  ,Minnesota                ,697275                ,8169
1405 ,Sat 9/25  ,Mississippi              ,482902                ,9425
1406 ,Sat 9/25  ,Missouri                 ,829333                ,12027
1407 ,Sat 9/25  ,Montana                  ,146183                ,1948
1408 ,Sat 9/25  ,Nebraska                 ,262475                ,2649
1409 ,Sat 9/25  ,Nevada                   ,416496                ,7015
1410 ,Sat 9/25  ,New Hampshire            ,117454                ,1472
1411 ,Sat 9/25  ,New Jersey               ,1146089               ,27323
1412 ,Sat 9/25  ,New Mexico               ,248788                ,4751
1413 ,Sat 9/25  ,New York                 ,2399678               ,54718
1414 ,Sat 9/25  ,North Carolina           ,1371147               ,16126
1415 ,Sat 9/25  ,North Dakota             ,129223                ,1638
1416 ,Sat 9/25  ,Northern Mariana Islands ,265                   ,2
1417 ,Sat 9/25  ,Ohio                     ,1385749               ,21820
1418 ,Sat 9/25  ,Oklahoma                 ,604391                ,8715
1419 ,Sat 9/25  ,Oregon                   ,320990                ,3682
1420 ,Sat 9/25  ,Pennsylvania             ,1407792               ,29128
1421 ,Sat 9/25  ,Puerto Rico              ,213961                ,3127
1422 ,Sat 9/25  ,Rhode Island             ,170700                ,2823
1423 ,Sat 9/25  ,South Carolina           ,841600                ,12080
1424 ,Sat 9/25  ,South Dakota             ,142800                ,2125
1425 ,Sat 9/25  ,Tennessee                ,1181691               ,14707
1426 ,Sat 9/25  ,Texas                    ,4005238               ,64274
1427 ,Sat 9/25  ,Utah                     ,500792                ,2869
1428 ,Sat 9/25  ,Vermont                  ,32790                 ,306
1429 ,Sat 9/25  ,Virgin Islands           ,6557                  ,69
1430 ,Sat 9/25  ,Virginia                 ,849865                ,12511
1431 ,Sat 9/25  ,Washington               ,643183                ,7537
1432 ,Sat 9/25  ,West Virginia            ,233426                ,3523
1433 ,Sat 9/25  ,Wisconsin                ,793981                ,8794
1434 ,Sat 9/25  ,Wyoming                  ,87866                 ,955
1435 ,Sun 9/26  ,Alabama                  ,789054                ,14022
1436 ,Sun 9/26  ,Alaska                   ,106888                ,515
1437 ,Sun 9/26  ,American Samoa           ,1                     ,0
1438 ,Sun 9/26  ,Arizona                  ,1084369               ,19812
1439 ,Sun 9/26  ,Arkansas                 ,492650                ,7590
1440 ,Sun 9/26  ,California               ,4697407               ,68756
1441 ,Sun 9/26  ,Colorado                 ,664782                ,7662
1442 ,Sun 9/26  ,Connecticut              ,387733                ,8501
1443 ,Sun 9/26  ,Delaware                 ,131424                ,1942
1444 ,Sun 9/26  ,District of Columbia     ,60205                 ,1172
1445 ,Sun 9/26  ,Florida                  ,3546292               ,53580
1446 ,Sun 9/26  ,Georgia                  ,1523763               ,24632
1447 ,Sun 9/26  ,Guam                     ,15217                 ,185
1448 ,Sun 9/26  ,Hawaii                   ,75758                 ,754
1449 ,Sun 9/26  ,Idaho                    ,251009                ,2754
1450 ,Sun 9/26  ,Illinois                 ,1617236               ,27440
1451 ,Sun 9/26  ,Indiana                  ,951308                ,15377
1452 ,Sun 9/26  ,Iowa                     ,445668                ,6482
1453 ,Sun 9/26  ,Kansas                   ,405513                ,6005
1454 ,Sun 9/26  ,Kentucky                 ,679411                ,8588
1455 ,Sun 9/26  ,Louisiana                ,734524                ,13741
1456 ,Sun 9/26  ,Maine                    ,87189                 ,1013
1457 ,Sun 9/26  ,Maryland                 ,528033                ,10384
1458 ,Sun 9/26  ,Massachusetts            ,802829                ,18541
1459 ,Sun 9/26  ,Michigan                 ,1130731               ,22196
1460 ,Sun 9/26  ,Minnesota                ,697275                ,8169
1461 ,Sun 9/26  ,Mississippi              ,482902                ,9425
1462 ,Sun 9/26  ,Missouri                 ,830228                ,12030
1463 ,Sun 9/26  ,Montana                  ,146183                ,1948
1464 ,Sun 9/26  ,Nebraska                 ,262475                ,2649
1465 ,Sun 9/26  ,Nevada                   ,416496                ,7015
1466 ,Sun 9/26  ,New Hampshire            ,117454                ,1472
1467 ,Sun 9/26  ,New Jersey               ,1147199               ,27328
1468 ,Sun 9/26  ,New Mexico               ,248788                ,4751
1469 ,Sun 9/26  ,New York                 ,2406466               ,54769
1470 ,Sun 9/26  ,North Carolina           ,1371147               ,16126
1471 ,Sun 9/26  ,North Dakota             ,129506                ,1638
1472 ,Sun 9/26  ,Northern Mariana Islands ,265                   ,2
1473 ,Sun 9/26  ,Ohio                     ,1390015               ,21820
1474 ,Sun 9/26  ,Oklahoma                 ,604391                ,8715
1475 ,Sun 9/26  ,Oregon                   ,320990                ,3682
1476 ,Sun 9/26  ,Pennsylvania             ,1412039               ,29141
1477 ,Sun 9/26  ,Puerto Rico              ,214186                ,3132
1478 ,Sun 9/26  ,Rhode Island             ,170700                ,2823
1479 ,Sun 9/26  ,South Carolina           ,841600                ,12080
1480 ,Sun 9/26  ,South Dakota             ,142800                ,2125
1481 ,Sun 9/26  ,Tennessee                ,1181691               ,14707
1482 ,Sun 9/26  ,Texas                    ,4011213               ,64419
1483 ,Sun 9/26  ,Utah                     ,500792                ,2869
1484 ,Sun 9/26  ,Vermont                  ,33031                 ,310
1485 ,Sun 9/26  ,Virgin Islands           ,6557                  ,69
1486 ,Sun 9/26  ,Virginia                 ,849865                ,12511
1487 ,Sun 9/26  ,Washington               ,643285                ,7537
1488 ,Sun 9/26  ,West Virginia            ,234802                ,3523
1489 ,Sun 9/26  ,Wisconsin                ,793981                ,8794
1490 ,Sun 9/26  ,Wyoming                  ,87866                 ,955
1491 ,Mon 9/27  ,Alabama                  ,790648                ,14025
1492 ,Mon 9/27  ,Alaska                   ,110887                ,535
1493 ,Mon 9/27  ,American Samoa           ,1                     ,0
1494 ,Mon 9/27  ,Arizona                  ,1086328               ,19812
1495 ,Mon 9/27  ,Arkansas                 ,493120                ,7630
1496 ,Mon 9/27  ,California               ,4717357               ,68917
1497 ,Mon 9/27  ,Colorado                 ,668635                ,7683
1498 ,Mon 9/27  ,Connecticut              ,389177                ,8593
1499 ,Mon 9/27  ,Delaware                 ,131848                ,1942
1500 ,Mon 9/27  ,District of Columbia     ,60772                 ,1174
1501 ,Mon 9/27  ,Florida                  ,3555096               ,54063
1502 ,Mon 9/27  ,Georgia                  ,1532011               ,24766
1503 ,Mon 9/27  ,Guam                     ,15505                 ,193
1504 ,Mon 9/27  ,Hawaii                   ,76006                 ,754
1505 ,Mon 9/27  ,Idaho                    ,252426                ,2791
1506 ,Mon 9/27  ,Illinois                 ,1623863               ,27529
1507 ,Mon 9/27  ,Indiana                  ,957632                ,15474
1508 ,Mon 9/27  ,Iowa                     ,445668                ,6482
1509 ,Mon 9/27  ,Kansas                   ,407436                ,6050
1510 ,Mon 9/27  ,Kentucky                 ,685740                ,8667
1511 ,Mon 9/27  ,Louisiana                ,737582                ,13796
1512 ,Mon 9/27  ,Maine                    ,87189                 ,1014
1513 ,Mon 9/27  ,Maryland                 ,528993                ,10395
1514 ,Mon 9/27  ,Massachusetts            ,807182                ,18555
1515 ,Mon 9/27  ,Michigan                 ,1139295               ,22227
1516 ,Mon 9/27  ,Minnesota                ,700059                ,8191
1517 ,Mon 9/27  ,Mississippi              ,484675                ,9480
1518 ,Mon 9/27  ,Missouri                 ,831356                ,12032
1519 ,Mon 9/27  ,Montana                  ,147436                ,1973
1520 ,Mon 9/27  ,Nebraska                 ,263783                ,2653
1521 ,Mon 9/27  ,Nevada                   ,418477                ,7045
1522 ,Mon 9/27  ,New Hampshire            ,118706                ,1476
1523 ,Mon 9/27  ,New Jersey               ,1148358               ,27346
1524 ,Mon 9/27  ,New Mexico               ,250774                ,4766
1525 ,Mon 9/27  ,New York                 ,2409292               ,54785
1526 ,Mon 9/27  ,North Carolina           ,1384599               ,16253
1527 ,Mon 9/27  ,North Dakota             ,129724                ,1638
1528 ,Mon 9/27  ,Northern Mariana Islands ,267                   ,2
1529 ,Mon 9/27  ,Ohio                     ,1393696               ,21820
1530 ,Mon 9/27  ,Oklahoma                 ,609737                ,8715
1531 ,Mon 9/27  ,Oregon                   ,324571                ,3709
1532 ,Mon 9/27  ,Pennsylvania             ,1415049               ,29151
1533 ,Mon 9/27  ,Puerto Rico              ,214335                ,3133
